,IMO No,_id,上层建筑及甲板室,下次特检日期,主机型式*数量,主机建造厂,主机建造时间,主机缸数*缸径*功率*转速,净吨位,压载,发电机*功率*电压*数,各货舱容积,垂线间长,型宽,型深,干舷,平均吃水,总吨位,曾用名,甲板层数,管理公司,舱口数及舱口尺度,舱壁数,船东,船体入级符号,船体附加标志,船名(中文),船名(英文),船旗国,船籍港,船舶呼号,船舶建造厂,船舶建造地点,船舶建造时间,船舶总长,船舶登记号/船检号,船舶类型及用途,船速,货舱总容积,货舱数,"起货设备类型,安全负荷,数量",轮机入级符号,轮机附加标志,载重吨,重大改建情况,重大改建部位的建造日期,锅炉建造厂,锅炉建造时间,锅炉数*压力*受热面积,集装箱数*规格
2749,9705304,5db8529c5235e727f055826c,"Deckhouse:18.48,Forecastle:13.92",2020/9/10,MAN B&W 6S50ME-B9.3*1;,"HuDong Heavy Machinery Co., Ltd.,China",2015/5/28,6*500*8130*108,"20,174",33960,FE 547B-8*720*450*3;,"NO.1 CARGO HOLD(C)*(G14270.30)
;NO.2 CARGO HOLD(C)*(G16805.60)
;NO.3 CARGO HOLD(C)*(G15631.30)
;NO.4 CARGO HOLD(C)*(G16805.60)
;NO.5 CARGO HOLD(C)*(G14033.40)",197,32.24,18.6,5625,11.3,"34,447",,1; Upper deck,Hellespont Ship Management GmbH & Co.KG,4*21.36 × 18.60; 1*18.69 × 18.60,"6; Fr.No.32,68,104,140,176,212",SBI Maia Shipping Company Limited,★CSA,"BC-A(Holds Nos. 2&4 may be Empty);CSR;ESP;Grab(20);In-Water Survey;Loading Computer (S, I, G);PSPC(B)",,SBI MAIA,Marshall Islands,Majuro,V7MI4,"Nantong COSCO KHI Ship Engineering Co., Ltd.",China,2015/9/11,199.9,15N0133,Bulk Carrier,14.5,77546.20 M3,5,,★CSM,AUT-0;BWMS;GPR;SCM,"61,105",,,Alfa Laval Qingdao Ltd.,,1*0.64*14/331 m2,
2750,9694830,5db8529d5235e727f055826d,Forecastle:33.4,2020/10/25,16 V 4000 M73*2;,"MTU Friedrichshafen GmbH,Germany",2014/7/28,16*170*2560*1970,163,72,HCM434E1*220*400*2;,,43.5,13.1,4.5,,1.9,546,,"1 , Upper deck",Nanhai Rescue Bureau of The Ministry of Transport,,"6 : 4-400mm,13,18,22,28,32",Nanhai Rescue Bureau of The Ministry of Transport,★CSA,Greater Coastal Service Restriction,南海救204,NAN HAI JIU 204,China,Guangzhou,BSGS,Afai Southern Shipyard (Panyu Guangzhou) Ltd.,China,2015/10/26,49.9,15N0156,Wave Piercer Craft/Cargo/Rescue,30,-,0,,★CSM,ECM,71,,,,,1** m2,
2751,9694842,5db8529e5235e727f055826e,Forecastle:33.4,2020/12/8,16 V 4000 M73*2;,"MTU Friedrichshafen GmbH,Germany",2014/10/15,16*170*2560*1970,163,72,HCM434E1*220*400*2;,,43.5,13.1,4.5,,1.9,546,,"1 , Upper deck",Donghai Rescue Bureau Of The Ministry Of Transport,,"6 : 4-400mm,13,18,22,28,32",Donghai Rescue Bureau Of The Ministry Of Transport,★CSA,Greater Coastal Service Restriction,东海救204,DONG HAI JIU 204,China,Shanghai,BTTK,Afai Southern Shipyard (Panyu Guangzhou) Ltd.,China,2015/12/9,49.9,15N0179,Wave Piercer Craft/Cargo/Rescue Ship,30,-,0,,★CSM,ECM,68,,,,,1** m2,
2752,9704738,5db8529f5235e727f055826f,"Deckhouse:14.29,Forecastle:16.09,Poop:20.29",2020/12/15,6RT-FLEX50-B*1;,"Dalian Marine Diesel Co.,Ltd.",2015/6/9,6*500*6960*99,"11,395",14488,FE547C-8*750*450*3;,"No.1 Cargo Hold*(G8322.40)
;No.2 Cargo Hold*(G13201.60)
;No.3 Cargo Hold*(G13201.60)
;No.4 Cargo Hold*(G10421.50)",187,28.5,15.8,4832,11,"26,600",TIAN FU,"1, Upper Deck","COSCO Shipping Specialized Carriers Co., Ltd.",2*33.55x23.20; 1*29.81x23.20; 1*13.22x23.20/11.06x18.20,"10; Fr.No.5,40,79,85,130,136,181,187,220,230","COSCOL(HK) Investment & Development Co., Ltd.",★_CSA,"AFS;BWMP;Equipped with Container Securing Arrangements;Grab*(20);Ice Class B;In-Water Survey;Loading Computer (S, I, G, D);PSPC(B);Strengthened for Heavy Cargoes",天福,TIAN FU,"Hong Kong, China",Hong Kong,VRPA3,"Nantong COSCO KHI Ship Engineering Co., Ltd.",China,2015/12/16,189.99,15N0202,"General Dry Cargo Ship, Double Side Skin",13.77,45147.10 M3,4,"Crane,4,1;Crane,80,1;Crane,100,3",★_CSM_,AUT-0;EEDI(III);GPR,"38,146",,,ALFA-LAVAL AALBORG INDUSTRIES K.K.,,1*0.6*21/274 m2,dk:1015;ho:0
2753,,5db852a05235e727f0558270,,,C105548*1;,"HYUNDAI SEASALL CO.,LTD",2014/10/15,,4,,*4*230*1;,,10.52,3.56,1.76,0,,16,,,,,,广东省深圳市龙岗区布吉镇长龙新村3幢406号 郎君,★CSA,,龙泽生升号,LONG ZE SHENG SHENG HAO,China,,,福建爱莱格游艇工业有限公司,,2015/2/13,10.56,15N6136,Yacht,,-,0,,,,2,,,,,,
2754,,5db852a15235e727f0558271,,,88500205*1; 88500206*1;,"VM Motori S.p.A, Italy",2014/3/15,,10,,***1;,,15.27,6.05,1.6,0,,34,,,,,,深圳市大都进出口有限公司,★CSA,,大都9号,DA DOU 9 HAO,China,,,厦门瀚盛游艇有限公司,,2015/2/6,15.83,15N6159,Yacht,,-,0,,★CSM,,3,,,,,,
2755,,5db852a25235e727f0558272,,,869648*1;,"VOLVO PENTA, Sweden",2015/1/1,,5,,*1.2*12*1;,,12.8,4.19,1.62,0,,17,,,,,,哈尔滨市道里区红专街89号3单元303室 方亮,★_CSA,,飞岚,FEI LAN,China,,,"Bavaria Yachtbau GmbH,Germany",,2015/3/31,13.7,15N6435,Yacht,,-,0,,,,,,,,,,
2756,9604328,5db852a35235e727f0558273,"Deckhouse:12,Forecastle:14.85",2020/6/14,6S50ME-C8*1;,"Dalian Marine Diesel Co.,Ltd. Dalian, China",2013/12/12,6*500*7948*127,"16,079",14072,HFC7 456-64K*600*450*3;,"NO.1 Cargo hold*(G9999.32)
;NO.2 Cargo hold*(G13175.44)
;NO.3 Cargo hold*(G12511.16)
;NO.4 Cargo hold*(G13180.47)
;NO.5 Cargo hold*(G12064.47)",183,32.26,15.7,4526,10.3,"28,714",,1&upper deck,"COSCO SHIPPING Bulk Co., Ltd.",4*21.32X18.6; 1*17.22X18.6,"6,FR.34,70,108,144,182,217","China Shipping Bulk Carrier Co., Ltd.",★CSA,"BC-A (Holds Nos.2&4 may be Empty);CSR;ESP;FTP;Grab(20 );Ice Class B;In-Water Survey;Loading Computer (S, I, G, D);PSPC(B)",宝仁岭,BAO REN LING,China,Guangzhou,BRJS,"China Shipping Industry(JiangSu)Co.,Ltd.",China,2015/6/15,189.9,15P0019,Bulk Carrier,13.9,60930.86 M3,5,,★CSM,AUT-0;PMS;SCM,"44,997",,,"Saacke Qingdao Marine Boiler Co., Ltd. Qingdao, China",,1*0.7*19.9/306.7 m2,
2757,9704582,5db852a45235e727f0558274,"Deckhouse:13.3,Forecastle:14.64,Poop:17.69",2020/4/26,6RT-FLEX48T-D*1;,"Shanghai Hu Dong Heavy Machinery Co., Ltd., China.",2014/9/30,6*480*8730*127,"5,122",3946,HFC6 502-64K*730*450*3;,"No. 1 Cargo Hold*(G970.83)
;No. 2 Cargo Hold*(G1944.01)
;No. 3A Cargo Hold*(G2707.19)
;No. 3B  Cargo Hold*(G3362.55)
;No. 4A Cargo Hold*(G3334.44)
;No. 4B Cargo Hold*(G2787.57)
;No. 5 Cargo Hold*(G2279.14)",139.6,23.25,11.5,3020,7.3,"9,994",,"2, Upper deck & Tween deck","Shanghai Jinjiang Shipping (Group) Co., Ltd.",1*12.640x20.200/15.306; 5*12.640x20.200; 1*12.640x12.818/7.842,"11, Fr.Nos.2,11/14,42,62,78,97,116,132,152,169,174",Super Energy Shipping S.A.,★CSA,"BWMP;FTP;Ice Class B;In-Water Survey;Loading Computer (S, I, D);PSPC(B);SOLAS II-2 Reg19",通韻,MILD TEMPO,"Hong Kong, China",Hong Kong,VROE5,"Jiangnan Shipyard (Group) Co., Ltd.",China,2015/4/27,147.9,15P0042,Container Ship,18.78,17385.73 M3,7,"Crane,2.5,1;Crane,3,1;Crane,4,1;Crane,0.5,2",★CSM,AUT-0;CMS;EEDI(II);SCM;SEEMP(II),"13,255",,,"Garioni Naval S.p.A,Milan,Italy.",,2*0.7* m2,dk:747;ho:351
2758,9703306,5db852a45235e727f0558275,Deckhouse:6.4,2020/3/29,11S90ME-C10.2*1;,"Hyundai Heavy Ind Co., Ltd, Ulsan, Korea.",2014/9/13,11*900*62500*82.2,"111,423",61578,8L32/40*4053.4*6600*2; 9L32/40*4586.6*6600*2;,"No.1 Cargo Hold
;No.10 Cargo Hold
;No.11 Cargo Hold
;No.2 Cargo Hold
;No.3 Cargo Hold
;No.4 Cargo Hold
;No.5 Cargo Hold
;No.6 Cargo Hold
;No.7 Cargo Hold
;No.8 Cargo Hold
;No.9 Cargo Hold",379.4,59,30.3,6579,14.5,"192,237",,"2, Upper Deck/2nd Deck",MSC Mediterranean Shipping Company S.r.l.,"10*12.60×53.64F
12.60×53.64A; 1*12.60×33.21F
12.60×48.35A","13, FR11/25/60/70/80/90/100/110/126/136/146/156/167","XIANGHAI INTERNATIONAL SHIP LEASE CO., LTD.",★_CSA,"BWMP;In-Water Survey;Loading Computer (S, I, D);SOLAS II-2 Reg19",,MSC OLIVER,Panama,Panama,H8RY,"Daewoo Shipbuilding & Marine Engineering Co.,Ltd.",Korea,2015/3/30,395.47,15P0065,Container Ship,22.8,-,11,,★_CSM_,AUT-0;BWMS;Clean;SCM,"199,273",,,"Kangrim Heavy Ind Co., Ltd",,2**/82.1 m2;1*0.7*/565 m2;1*0.7*78.6 m2,dk:11258(20')5629(40');ho:7966(20')3983(40')
2759,9712371,5db852a55235e727f0558276,"Deckhouse:13.2,Forecastle:16.3",2020/7/27,MAN 6S60ME-C8.2*1;,"Hyundai Heavy Industries Co., Ltd., Korea",2015/1/23,6*600*12050*105,"7,032",7355,FE 553D-8*1280*450*3;,"No.1 Cargo Hold*(G2673.00)
;No.2  Cargo Hold*(G6916.29)
;No.3 Cargo Hold*(G8315.95)
;No.4 Cargo Hold*(G7852.42)",169.2,27.6,14,4525,8.5,"17,119",,"1,Upper deck","SITC Shipping Management(shanghai) Co., Ltd.","1*12.60x7.85(F)
&12.60x17.974(A); 3*12.60X23.152x2","7,Fr.Nos.15,50,60,70,80,88/90,97",SITC HEBEI Shipping Company Limited,★CSA,"BWMP(MEPC.127(53));GPR;In-Water Survey;Loading Computer (S, I);PSPC(B);SOLAS II-2 Reg19",,SITC HEBEI,"Hong Kong, China",Hong Kong,VROF4,"CSBC Corporation, Taiwan",China,2015/7/28,171.99,15P0088,Container Ship,19.5,25757.66 M3,4,"Crane,4,2",★CSM,AUT-0;BWMS;EEDI（I）;SCM,"21,355",,,"KANGRIM HEAVY INDUSTRIES CO., LTD.",,1*0.7*26.72/198.2 m2,ho:8
2760,9723590,5db852a65235e727f0558277,Deckhouse:12.75,2020/9/7,7S80ME-C9.2*1;,"CSSC-MES Diesel Co., Ltd., China",2014/6/1,7*800*26000*72,"104,156",94289,FE 553B-8*1200*450*3;,"NO.1 C.O.TK. C*(G26543.81)
;NO.1 C.O.TK. P*(G16921.07)
;NO.1 C.O.TK. S*(G16921.07)
;NO.2 C.O.TK. C*(G31448.37)
;NO.2 C.O.TK. P*(G19999.69)
;NO.2 C.O.TK. S*(G19999.69)
;NO.3 C.O.TK. C*(G31448.38)
;NO.3 C.O.TK. P*(G19999.70)
;NO.3 C.O.TK. S*(G19999.70)
;NO.4 C.O.TK. C*(G31448.37)
;NO.4 C.O.TK. P*(G19999.69)
;NO.4 C.O.TK. S*(G19999.69)
;NO.5 C.O.TK. C*(G28112.12)
;NO.5 C.O.TK. P*(G12452.91)
;NO.5 C.O.TK. S*(G12452.91)",320,60,29.5,7820,20.5,"160,081",,"1, UPPER DECK","COSCO Shipping Energy Transportation Co.,Ltd",15*Dia. 0.93,"7, Fr.Nos.54, 60,69,78,87,96,106","COSCO SHIPPING Tanker (Dalian) Co., Ltd.",★CSA,"AFS;BWMP(MEPC.127(53));CM;CSR;ESP;Emergency Towing Arrangements;F.P. ≤ 60℃;FTP;In-Water Survey;Loading Computer (S, I, D);PSPC(B,C);Single Point Mooring",远秋湖,YUAN QIU HU,China,Dalian,BOWY,CSSC Offshore & Marine Engineering (Group) Company Limited,China,2015/9/8,333,15P0134,"Oil Tanker, Double Hull",15.5,327747.17 M3,15,"E/R Overhead Crane,10,1;Elevator,0.4,1;Crane,20,2;Provision Crane,10,2",★CSM,AUT-0;BWMS;COW;EEDI（I）;IGS;PMS;SCM;VCS,"308,371",,,"Mitsubishi Heavy Industries, Ltd. Japan",,1*0.6*/1603.5 m2;2*2*540 m2,
2761,9775347,5db852a75235e727f0558278,Forecastle:26.4,2020/10/29,8N330-EW*2;,"Yanmar Co.,Ltd.Amagasaki Plant,Japan",2015/2/1,8*330*3310*620,875,1054,1DC0625-8AV02-Z*1350.4*400*2; 1FC2 355-4SB43*400*400*2;,,70,16.5,7,512,4.8,"2,917",,"1, Main Deck","CCCC Tianjin Dredging Co.,Ltd.",,"5, Fr.7, Fr.22, Fr.39, Fr.96, Fr.110","Kunlun Financial Leasing Co.,Ltd.",★CSA,Anchor Handling;BWMP(MEPC.127(53));FTP;Ice Class B;PSPC(B),津航拖9001,JIN HANG TUO 9001,China,Tianjin,BSEX,"CCCC BOMESC Marine Industry Co.,Ltd.",China,2015/10/30,79,15P0157,Offshore Tug/Supply Ship/Stand-by  Ship,13.5,-,0,"Crane,0.98,1;Crane,30,1",★CSM,AUT-0,"2,224",,,"TUBE-TEC Rohrverformungstechnik GmbH; TUBE-TEC Rohrverformungstechnik GmbH,Germany",,2**/43 m2;1*1* m2,
2762,9763447,5db852a85235e727f0558279,Forecastle:65.54,2020/12/21,W9L32*2;,Wartsila Finland Oy,2014/9/1,9*320*4500*750,"1,128",1480,DSU 99 K1-4*2400*400*2; HFC6 456-64E-R*530*400*3;,"DISPERSANT TK.*(B11.66)
;F.W. TK.(DAILY) (P)*(B79.14)
;F.W. TK.(DAILY) (S)*(B79.14)
;F.W. TK.(DRINKING) (P)*(B75.50)
;F.W. TK.(DRINKING) (S)*(B75.50)
;FOAM LIQUID TK.*(B11.34)
;No.1 M.D.O.TK(S/AFTER)*(B27.71)
;No.1 M.D.O.TK(S/FORE)*(B28.75)
;No.1 M.D.O.TK(S/P)*(B26.48)
;No.2 M.D.O.TK(P)*(B60.15)
;No.2 M.D.O.TK(S)*(B60.15)",88,15.2,7.6,816,5.6,"3,760",,"1,Main deck",Beihai Rescue Bureau Ministry of Transport,11*―,"9;Fr.-5/1,6,44,56,103,122,123,134,136",Beihai Rescue Bureau Ministry of Transport,★CSA,"BWMP;FTP;Fire Fighting Ship 1;Ice Class B1*(dmax,f=6.46m, dmax,m=6.46m, dmax,a=6.46m, dmin,f=5.00m, dmin,m=5.15m, dmin,a=5.30m, PB=2800kW);Oil Recovery Ship without Cargo Tank;PSPC(B)",北海救119,BEI HAI JIU 119,China,Yantai,BTFT,CSSC Huangpu Wenchong Shipbuilding Company Limited,China,2015/12/22,99,15P0180,Icebreaking Tug/Rescue Ship,17.3,535.52 M3,11,"Crane,10/5,1;Crane,20/8.5,1;Crane,5/3,1",★CSM,AUT-0;BWMS;ECM;SCM,"1,907",,,"Qingdao Marine Boiler Works Co.,Ltd. ,China; Qingdao Marine Boiler Works Co.,Ltd., China",,1*0.7*20 m2;2*0.8*/160 m2,
2763,9704740,5db852a95235e727f055827a,"Deckhouse:14.29,Forecastle:16.09,Poop:20.29",2020/12/15,6RT-FLEX50-B*1;,"Dalian Marine Diesel Co.,Ltd.",2015/5/11,6*500*6960*99,"11,395",14488,FE547C-8*750*450*3;,"No.1 Cargo Hold*(G8322.40)
;No.2 Cargo Hold*(G13201.60)
;No.3 Cargo Hold*(G13201.60)
;No.4 Cargo Hold*(G10421.50)",187,28.5,15.8,4832,11,"26,600",TIAN LU,"1, Upper Deck","COSCO Shipping Specialized Carriers Co., Ltd.",2*33.55x23.20; 1*29.81x23.20; 1*24.28x23.20/18.20,"10; Fr.No.5,40,79,85,130,136,181,187,220,230","COSCOL(HK) Investment & Development Co., Limited.",★_CSA,"AFS;BWMP;Equipped with Container Securing Arrangements;Grab*(20);Ice Class B;In-Water Survey;Loading Computer (S, I, G, D);PSPC(B);Strengthened for Heavy Cargoes",天禄,TIAN LU,"Hong Kong, China",Hong Kong,VRPA5,"Nantong COSCO KHI Ship Engineering Co., Ltd.",China,2015/12/16,189.99,15P0203,"General Dry Cargo Ship, Double Side Skin",13.77,45147.10 M3,4,"Crane,4,1;Crane,80,1;Crane,100,3",★_CSM_,AUT-0;EEDI(III);GPR,"38,122",,,ALFA-LAVAL AALBORG INDUSTRIES K.K.,,1*0.6*21/274 m2,dk:1015;ho:0
2764,,5db852a95235e727f055827b,,,E10489*1;,"YANMAR CO.,LTD",2014/11/1,,3,,*6.4*270*1;,,9.3,3.72,1.41,0,,10,,,,,,周云翔,★_CSA,,领先,LING XIAN,China,,,"SPBI S.A., France(法国)",,2015/4/7,9.97,15P6321,Yacht,,-,0,,,,,,,,,,
2765,,5db852aa5235e727f055827c,,,526108447*1; 526108450*1;,,2013/1/1,,84,,0.8*70*230*1;,,31.8,7.35,3.55,,,282,,,,,,海南华润石梅湾旅游开发有限公司,,,华润石梅湾,HUA RUN SHI MEI WAN,China,,,FERRETTI S.P.A. - LA SPEZIA,,2015/9/16,37.82,15P6436,Yacht,,-,0,,,,,,,,,,
2766,9714886,5db852ab5235e727f055827d,"Deckhouse:14,Forecastle:12",2020/2/5,9L21/31*2;,"CSSC Marine Power Co.,Ltd.",2014/3/15,9*210*1935*1000,"2,015",560,HCM634G1*400*400*1; ZFJ5 634-64E-R*1000*400*2;,Mud Hopper*(G7005.00),92,22,9,2516,6.5,"6,171",,1； Upper Deck,"CHEC Dredging Co.,Ltd.",1*58.10X14.80,"6
Fr. 4,28,55,85,111,125","CHEC Dredging Co.,Ltd.",★CSA,PSPC(B);R2 for Operation;WD（7.50m）,航驳7002,HANG BO 7002,China,Shanghai,BSTP,"Guangzhou Wenchong Shipyard Co., Ltd.",China,2015/2/6,101.74,15Q0020,Hopper Ship,10.5,7005.00 M3,1,"Provision Crane,2,2",★CSM,BRC,"8,034",,,"Jiangyin Sanjie Industry Co.,Ltd.",,1*0.7*/53 m2;2*0.7*/85 m2,
2767,9740718,5db852ab5235e727f055827e,"Deckhouse:14.4,Forecastle:39",2020/12/8,,,,,"1,230",1243,DSG 99M1-6W*1670*690*4; HCM634G1*400*400*1;,,70.2,17.8,7.6,1765,5.85,"4,102",,"1, Main deck",China Oilfield Services Limited,,"9 / Fr. Nos.7, 10, 20, 30, 42, 60, 89, 100, 111",China Oilfield Services Limited,★CSA,BWMP;Ice Class B;In-Water Survey;PSPC(B);SPS,海洋石油707,HAI YANG SHI YOU 707,China,Tianjin,BSES,"China Merchants Heavy Industry (Shenzhen) Co., Ltd.",China,2015/12/9,80.3,15Q0043,Research Ship,14,-,0,"Crane,10,1;Crane,2,1",★CSM,AUT-0;BWMS;Clean;DP-2;Electrical Propulsion System,"2,073",,,Jiujiang Haitian Equipment Manufacture Co.Ltd.,,1*0.5*12.49 m2,
2768,9712101,5db852ac5235e727f055827f,Forecastle:32.95,2020/6/18,6DKM-26e(L)*4;,"Anqing CSSC Diesel Engine Co., Ltd. China",2014/7/1,6*260*1618*750,805,1277,IFC6 564-4SB40*1350*400*2; LSAM47.2VS2*280*400*2;,"A.P.D.W./B.W.TK(P)*(B40.57)
;A.P.D.W./B.W.TK(S)*(B40.57)
;F.P.D.W./B.W.TK.(C)*(B82.40)
;NO.1 D.MUD.TK(P)/NO.1 BRINE TK.(P)*(B90.72)
;NO.1 D.MUD.TK(S)/NO.1 BRINE TK.(S)*(B90.72)
;NO.1 D.O.TK(P)/NO.1 O.S.TK(P)*(B53.06)
;NO.1 D.O.TK(S)/NO.1 O.S.TK(S)*(B42.09)
;NO.1 D.W./B.W.TK.(P)*(B43.75)
;NO.1 D.W./B.W.TK.(S)*(B54.71)
;NO.10 D.W./B.W.TK.(C)/No.2 ANTI-ROLLING W.TK.(C)*(B102.59)
;NO.11 D.W./B.W.TK.(P)*(B33.87)
;NO.11 D.W./B.W.TK.(S)*(B33.87)
;NO.2 D.MUD.TK(P)/NO.2 BRINE TK.(P)*(B101.51)
;NO.2 D.MUD.TK(P)/NO.2 BRINE TK.(P)*(B101.51)
;NO.2 D.O.TK(P)/NO.2 O.S.TK(P)*(B32.96)
;NO.2 D.O.TK(S)/NO.2 O.S.TK(S)*(B32.96)
;NO.2 D.W./B.W.TK.(P)*(B65.62)
;NO.2 D.W./B.W.TK.(S)*(B62.21)
;NO.2 F.W.TK(P)/NO.1 F.W.S.TK.(P)*(B59.89)
;NO.2 F.W.TK(S)/NO.1 F.W.S.TK.(S)*(B55.90)
;NO.3 D.O.TK(P)/NO.3 O.S.TK(P)*(B20.72)
;NO.3 D.O.TK(S)/NO.3 O.S.TK(S)*(B20.72)
;NO.3 D.W./B.W.TK.(P)*(B50.57)
;NO.3 D.W./B.W.TK.(S)*(B46.81)
;NO.3 F.W.TK(C)/NO.2 F.W.S.TK.(C)*(B118.62)
;NO.3 F.W.TK(P)/NO.2 F.W.S.TK.(P)*(B56.32)
;NO.3 F.W.TK(S)/NO.2 F.W.S.TK.(S)*(B56.32)
;NO.4 D.O.TK(S)/NO.4 O.S.TK(P)*(B27.58)
;NO.4 D.O.TK(S)/NO.4O.S.TK(S)*(B27.81)
;NO.4 D.W./B.W.TK.(P)*(B37.52)
;NO.4 D.W./B.W.TK.(S)*(B37.52)
;NO.4 F.W.TK(C)/NO.3 F.W.S.TK.(C)*(B53.91)
;NO.5 D.O.TK(P)/NO.5 O.S.TK(P)*(B41.29)
;NO.5 D.W./B.W.TK.(P)*(B32.58)
;NO.5 D.W./B.W.TK.(S)*(B32.58)
;NO.6 D.O.TK(P)/NO.6 O.S.TK(P)*(B181.29)
;NO.6 D.O.TK(S)/NO.6 O.S.TK(S)*(B196.12)
;NO.6 D.W./B.W.TK.(P)*(B41.85)
;NO.6 D.W./B.W.TK.(S)*(B48.89)
;NO.7 D.W./B.W.TK.(C)*(B74.01)
;NO.7 D.W./B.W.TK.(P)*(B28.50)
;NO.7 D.W./B.W.TK.(S)*(B29.76)
;NO.8 D.W./B.W.TK.(P)*(B68.52)
;NO.8 D.W./B.W.TK.(S)*(B68.52)
;NO.9 D.W./B.W.TK.(C)/No.1 ANTI-ROLLING W.TK.(C)*(B119.84)
;No.1 CEMENT POT*(B42.73)
;No.2 CEMENT POT*(B42.73)
;No.3 CEMENT POT*(B42.73)
;No.4 CEMENT POT*(B42.73)",64.8,16,7.4,1412,4.8,"2,618",,"1,Upper deck",China Oilfield Services Limited,49*,"6,Fr.-3,6,19,49,85,102",China Oilfield Services Limited,★CSA,Anchor Handling;Ice Class B;In-Water Survey,海洋石油641,HAI YANG SHI YOU 641,China,Zhanjiang,BSVU,"COSCO (Guangdong) Shipyard Co., Ltd.",China,2015/6/19,73.8,15Q0066,Offshore Tug/Supply Ship/Stand-by  Ship,14.2,2910.57 M3,49,"Crane,2,1",★CSM,AUT-0,"2,368",,,"Zhangjiagang Greens-Shazhou Boiler Co., Ltd.",,1*0.4*8.7 m2,
2769,9712369,5db852ad5235e727f0558280,"Deckhouse:13.2,Forecastle:16.3",2020/7/5,MAN 6S60ME-C8.2*1;,"Hyundai Heavy Industries Co., Ltd., Korea",2014/12/1,6*600*12050*105,"7,032",7355,FE 553D-8*1280*450*3;,"No.1 Cargo Hold*(G2673.00)
;No.2  Cargo Hold*(G6916.29)
;No.3 Cargo Hold*(G8315.95)
;No.4 Cargo Hold*(G7852.42)",169.2,27.6,14,4525,8.5,"17,119",,"1,Upper deck","SITC Shipping Management(shanghai) Co., Ltd.","1*12.60x7.85(F)
&12.60x17.974(A); 3*12.60X23.152x2","7,Fr.Nos.15,50,60,70,80,88/90,97",SITC LIAONING SHIPPING COMPANY LIMITED,★CSA,"BWMP(MEPC.127(53));GPR;In-Water Survey;Loading Computer (S, I);PSPC(B);SOLAS II-2 Reg19",,SITC LIAONING,"Hong Kong, China",Hong Kong,VRNQ9,"CSBC Corporation, Taiwan",China,2015/7/6,171.99,15Q0089,Container Ship,19.5,25757.66 M3,4,"Crane,4,2",★CSM,AUT-0;BWMS;EEDI（I）;SCM,"21,355",,,"KANGRIM HEAVY INDUSTRIES CO., LTD.",,1*0.65*26.72/198.2 m2,ho:8
2770,9747558,5db852ae5235e727f0558281,"Deckhouse:7.6,Forecastle:14.49",2020/11/2,5S60ME-C8.2*1;,"Shanghai Hu Dong Heavy Machinery Co., Ltd., China",2015/3/26,5*600*9010*99,"25,692",24361,IFC5 504-8TA83-Z*560*450*3;,"No.1 Cargo Hold*(G11282.30)
;No.2 Cargo Hold*(G13464.80)
;No.3 Cargo Hold*(G13180.80)
;No.4 Cargo Hold*(G12549.40)
;No.5 Cargo Hold*(G13151.00)
;No.6 Cargo Hold*(G13236.50)
;No.7 Cargo Hold*(G12834.50)",221.5,32.26,19.8,5472,12.2,"41,872",,"1,Upper deck","COSCO SHIPPING Bulk Co., Ltd.",6*15.480*15.200; 1*15.480*13.600,8; Fr.Nos.38;68;98;128;158;188;218;246,JING LU HAI SHIPPING LIMITED,★CSA,"BC-A(Holds Nos.2, 4 & 6 may be Empty);BWMP;CSR;ESP;FTP;Grab(20);In-Water Survey;Loading Computer (S, I, G);PSPC(B)",京魯海,JING LU HAI,"Hong Kong, China",Hong Kong,VROT6,"Jiangnan Shipyard (Group) Co., Ltd.",China,2015/11/3,225,15Q0112,Bulk Carrier,14.4,89699.30 M3,7,"Crane,0.9,2;Crane,4,2",★CSM,AUT-0;BWMS;EOM;SCM,"77,927",,,"Saacke Qingdao Marine Boiler Co., Ltd.",,1*0.7*17.8/268.1 m2,
2771,9741504,5db852ae5235e727f0558282,"Deckhouse:21.24,Forecastle:13.14",2020/10/27,5S60ME-C8.2*1;,"Yichang Marine Diesel Engine Co., Ltd.",2014/11/10,5*600*8050*89,"21,647",16650,HFC6 504-84K*650*450*3;,"NO.1 CARGO HOLD*(G13948.70)*(B13921.70)
;NO.2 CARGO HOLD*(G17651.90)*(B17660.70)
;NO.3 CARGO HOLD*(G15334.80)*(B15301.60)
;NO.4 CARGO HOLD*(G15827.30)*(B15815.10)
;NO.5 CARGO HOLD*(G15939.90)*(B15943.30)",194.5,32.26,18.5,5228,11.3,"36,388",,1&Upper Deck,"COSCO SHIPPING Bulk Co., Ltd.",4*22.96x18.26; 1*19.68x18.26,"7；Fr. 14, 37, 76, 114, 152, 193, 229",ORIENTAL FLEET INTERNATIONAL COMPANY LIMITED,★CSA,"BC-A (Holds Nos. 2&4 may be Empty);BWMP;CM;CSR;ESP;GPR;Grab( 20 );In-Water Survey;Loading Computer (S, I, G, D);PSPC(B)",清平山,QING PING SHAN,"Hong Kong, China",Hong Kong,VROK6,"China Shipping Industry(JiangSu)Co.,Ltd.",China,2015/10/28,199.9,15Q0135,Bulk Carrier,14.4,78642.40/78702.60 M3,5,"E/R Overhead Crane,4,1;Provision Crane,4,1;Crane,30,4",★CSM,AUT-0;BWMS;EEDI（I）;PMS;SCM,"63,474",,,"Zhangjiagang Greens-shazhou Boiler Co.,Ltd.",,1*0.6*23/253 m2,
