,,CCS NO,IMO No,_id,入级状态,净吨,制造厂,制造日期,受热面积(m2),吃水(满载),呼号,垂线间长,型宽,型式,型深,夏季干舷,总吨,改建日期,数量,曾用名,机动非机动,核定干舷（A级）,核定干舷（B级）,核定干舷（C级）,核定干舷（J1）,核定干舷（J2）,水密横舱壁数,海河船,甲板层数,缸径,缸数,航区,航速,船体附加标志,船名,船检登记号,船级港,船舶入级符合,船舶制造厂,船舶完工日期,船舶归属类别,船舶总长,船舶所有人,船舶类型,船舶经营人,行程,设计压力(Mpa),货舱数,轮机入级符号,轮机附加标志,载运标准集装箱数量（货舱内）,载运标准集装箱数量（货舱舱口盖上）,载重吨,额定功率,额定转速
951,,,,5db852965235e74d289af4ef,,,,,,,,84.8,,,,,2541,,,,机动,,,,,,,海船,,,,近海,,,帆顺3500DWT油船/FS/C12-23,3000N0000631,上海,,帆顺船业集团有限公司,,国内航行入级船舶,91.8,上海盛龙船务有限公司,油船（闪点≤60℃）,上海盛龙船务有限公司,,,,,,,,,,
952,,02F6018,,5db852975235e74d289af4f0,保持船级,2426,青岛船用锅炉厂;青岛船用锅炉厂;青岛船用锅炉厂;青岛船用锅炉厂,29-9月 -93 12.00.00.000000 上午;29-9月 -93 12.00.00.000000 上午,18.5;18.5;30;30,2.6,,80,14.4,柴油机;柴油机,3.6,,4044,,1;1;1;1,,机动,1006,1006,1006,1006,1006,10,河船,1,220;220,6;6,A级,,A级航区、J1级航段;客船,维多利亚7号,2002H0000062,重庆,★CSAD,江州造船厂/重庆东风船舶工业公司,2002/3/14,国内航行入级船舶,87.5,长江海外游轮旅游有限公司,长江涉外旅游客船,长江海外游轮旅游有限公司,280;280,.59;.59;.78;.78,,★CSMD,,,,,780;780,900;900
953,,,,5db852985235e74d289af4f1,,1479,江阴三杰实业有限公司;江阴三杰实业有限公司,25-6月 -13 03.00.00.000000 下午,,5.4,,87.8,14.2,柴油机,6.9,1509,2642,,,,机动,,,,,,9,海船,,320,6,近海,,B级冰区航行;双壳油船;近海航区;闪点≤60℃,中海通66,3000T0000751,厦门,,福建省长兴船舶重工有限公司,2014/8/18,国内航行入级船舶,94.8,厦门中海通航运有限公司,油船（闪点≤60℃）,厦门中海通航运有限公司,440,.8;1,10,,,,,,735,365
954,,12P6237,,5db852995235e74d289af4f2,保持船级,1407,,11-9月 -11 03.00.00.000000 下午;11-9月 -11 03.00.00.000000 下午,,5,,88.9,14.8,柴油机;柴油机,5.8,,2512,,,92m川江散货船（J201105),机动,814,614,614,,1214,5,河船,,170;170,8;8,A级,,A级航区、J2级航段;双壳散货船,新长江25021,2012K0000706,武汉,★CSAD,湖北鄂海造船有限公司,2012/7/9,国内航行入级船舶,92,工银金融租赁有限公司,散货船,长航货运有限公司,200;200,,1,★CSMD,,,,,600;600,1500;1500
955,,94T6030,,5db8529a5235e74d289af4f3,初次入级,360,,,,1,,70,14,,3,,1202,,,,非机动,,,2010,,,5,河船,,,,C级,,C级航区;趸船,渝港囤70-1,1994J0000175,重庆,★CSAD,重庆港口管理局机械船舶修理制造厂,1994/7/23,国内航行入级船舶,70,重庆港九股份有限公司,港用囤船,重庆港九股份有限公司客运总站,,,,,,,,,,
956,,05Q6065,,5db8529b5235e74d289af4f4,取消船级,3148,青岛船用锅炉厂有限公司,11-3月 -05 03.00.00.000000 下午;11-3月 -05 03.00.00.000000 下午,60,6.2,BULJ,109.77,18.4,柴油机;柴油机,8.5,2328,5621,,1,,机动,,,,,,7,海船,1,230;230,6;6,近海,13,B级冰区航行;散货船;近海航区,国裕9号,2005L0000299,武汉,★CSAD,南京胜华船舶制造有限公司,2005/9/20,国内航行入级船舶,115.8,武汉江裕海运发展有限公司,散货船,武汉江裕海运发展有限公司,300;300,0.9,2,★CSMD,,,,,960;960,900;900
957,,05C6168,,5db8529c5235e74d289af4f5,保持船级,1035,,01-8月 -05 12.00.00.000000 上午;01-8月 -05 12.00.00.000000 上午,,3.4,,80.03,14,柴油机;柴油机,4.2,,1593,2009/12/3,,,机动,1214,1214,1214,1214,1214,10,河船,1,170;170,6;6,A级,,A级航区、J1级航段;敞口集装箱船/双壳散货船,安吉816,2005D0000453,宜宾,★CSAD,重庆华威船舶工业有限公司,2005/12/31,国内航行入级船舶,82.4,四川省宜宾五粮液集团安吉物流航运有限责任公司,集装箱船,四川省宜宾五粮液集团安吉物流航运有限责任公司,200;200,,1,★CSMD,,,,,220;220,1000;1000
958,,06W6168,,5db8529c5235e74d289af4f6,建造入级,942,,28-6月 -06 12.00.00.000000 上午;28-6月 -06 12.00.00.000000 上午,,3.2,,78.68,14.2,柴油机;柴油机,4.2,,1597,,,华龙818,机动,1018,658,658,,918,8,河船,1,,,A级,18,A级航区、J2级航段;半舱货船,華龍818,2006U0000270,岳阳,★CSAD,宜都市清江船业有限责任公司,2006/9/1,国内航行入级船舶,83.18,岳阳华能实业总公司,半舱货船,岳阳城陵矶港务局轮驳运输公司,,,1,★CSMD,,,,2292,350;350,1200;1200
959,,18R6154,,5db8529d5235e74d289af4f7,建造入级,237,,15-2月 -12 12.00.00.000000 上午;15-2月 -12 12.00.00.000000 上午,,1.5,,38.48,10,柴油机;柴油机,3.45,,475,,,,机动,,,,,,5,海船,1,150;150,8;8,沿海航区营运限制,18,A类客船;双体高速船;沿海航区营运限制,青岛之星,2018Q0000328,青岛,★CSAD,亚光科技集团股份有限公司,2018/5/30,国内航行入级船舶,44.45,青岛海洋旅游发展股份有限公司,高速客船,青岛海洋旅游发展股份有限公司,150;150,,,★CSMD,,,,,515;515,1900;1900
960,,11D6245,,5db8529e5235e74d289af4f8,保持船级,1118,,01-3月 -11 12.00.00.000000 上午,,4.07,,70,15.2,柴油机,6.3,1944,1997,,,中兴74.98m敞口集装箱船/ZX1001,机动,,,,,,6,海船,1,380,6,沿海,10.1,敞口集装箱船;沿海航区,南航767,2011D0000783,湛江,★CSAD,台州市中兴造船厂,2011/9/5,国内航行入级船舶,74.98,湛江南航船务有限公司,集装箱船,湛江南航船务有限公司,300,,2,★CSMD,,,,,735,500
961,,10Y6144,,5db8529f5235e74d289af4f9,建造入级,137,,11-3月 -09 03.00.00.000000 下午;11-3月 -09 03.00.00.000000 下午,,3.65,BSLY,34.26,10.5,柴油机;柴油机,4.8,1160,457,,,,机动,,,,,,4,海船,1,170;170,12;12,沿海,,拖船;沿海航区,海平1号,2010A0000541,上海,★CSAD,上海港复兴船务公司三林船厂,2010/9/25,国内航行入级船舶,37.6,上海海平水上安全技术咨询服务有限公司,普通拖船,上海海平水上安全技术咨询服务有限公司,215;215,,,★CSMD,,,,,1500;1500,1600;1600
962,,15M6319,,5db852a05235e74d289af4fa,建造入级,19,,25-1月 -15 03.00.00.000000 下午;25-2月 -15 03.00.00.000000 下午,,1.15,,20.8,5,柴油机;柴油机,1.8,,65,,,,机动,,655,,,,5,河船,,105;105,4;4,B级,10.6,B级航区;公务船,长江水文107,2015G0001121,武汉,★CSAD,江苏金洋造船有限公司,2015/9/28,国内航行入级船舶,23.35,长江水利委员会水文局长江中游水文水资源勘测局,测量船,长江水利委员会水文局长江中游水文水资源勘测局,130;130,,,★CSMD,,,,9,70;70,1800;1800
963,,17U6106,,5db852a15235e74d289af4fb,建造入级,5692,张家港格林沙洲锅炉有限公司,05-9月 -16 03.00.00.000000 下午,15,5.6,BHYR2,133,22.5,柴油机,10.2,4612,10165,,1,,机动,,,,,,8,海船,1,350,5,近海,12.5,水下检验;装载仪(S、I);近海航区;集装箱船,东泽51,2017F0000103,南京,★CSAD,南京东泽船舶制造有限公司,2017/2/20,国内航行入级船舶,135.7,江苏苏美达船舶工程有限公司,集装箱船,江苏苏美达船舶工程有限公司,1550,0.8,4,★CSMD,机器处所集中控制,,,10819,2975,142
964,,11Q6003,,5db852a25235e74d289af4fc,,346,,11-10月-10 03.00.00.000000 下午;11-10月-10 03.00.00.000000 下午,,2.8,BDNH4,44.4,12,直列四冲程柴油机;直列四冲程柴油机,3.5,710,618,,,,机动,,,,,,5,海船,1,170;170,8;8,近海,10.5,B级冰区航行;滚装船;近海航区,长通12,2011D0000024,唐山,★CSAD,长岛船业总公司,2011/1/14,国内航行入级船舶,49.99,唐山市互通海运有限公司,滚装船,唐山市互通海运有限公司,200;200,,,★CSMD,,,,,350;350,1200;1200
965,,11A6219,,5db852a35235e74d289af4fd,,173,,14-11月-10 12.00.00.000000 上午;14-11月-10 12.00.00.000000 上午,,1.52,BKPD5,43.02,6.8,柴油机;柴油机,3.3,,346,,,,机动,,,,,,4,海船,1,159;159,16;16,沿海航区营运限制,25.3,A类客船;单体船;沿海航区营运限制,嵊鹰5,2011L0000721,舟山,★CSAD,武汉南华高速船舶工程股份有限公司,2011/8/29,国内航行入级船舶,48,嵊泗县同舟客运轮船有限公司,高速客船,嵊泗县同舟客运轮船有限公司,159;159,,,★CSMD,,,,,1398;1398,1950;1950
966,,12H6415,,5db852a35235e74d289af4fe,保持船级,2404,江阴市三杰实业有限公司,01-11月-11 12.00.00.000000 上午,81.5,6.7,BHYO2,103,16.5,柴油机,8.4,1712,4293,,1,LSZC2011-03,机动,,,,,,10,海船,1,320,8,近海,12,B级冰区航行;双壳油船（闪点≤60℃）;近海航区,恒业,2012X0001063,南京,★CSAD,南京蓝昇船舶修造有限公司,2012/10/19,国内航行入级船舶,110.5,南京恒业油运有限公司,油船（闪点≤60℃）,南京恒业油运有限公司,440,0.8,10,★CSMD,,,,6589,2060,525
967,,13Q6082,,5db852a45235e74d289af4ff,保持船级,1679,无锡威力特船用锅炉有限公司,01-12月-11 12.00.00.000000 上午,160,5.9,BEBQ2,89.8,15.2,柴油机,6.9,1012,2999,,1,佳跃8,机动,,,,,,9,海船,1,320,6,近海,,B级冰区航行;双壳油船（闪点≤60℃）;近海航区,宁申海油2,2013X0000152,芜湖,★CSAD,舟山万和船艇制造有限公司,2013/2/5,国内航行入级船舶,95.98,安徽宁申船务（集团）有限公司,油船（闪点≤60℃）,安徽宁申船务（集团）有限公司,380,1.1,10,★CSMD,,,,4846,735,600
968,,16S6191,,5db852a45235e74d289af500,保持船级,1255,无锡威力特船用锅炉有限公司;无锡威力特船用锅炉有限公司,08-10月-15 12.00.00.000000 上午,11,5.3,BAMJ,82.3,13.6,柴油机,6.8,1510,2242,,1;1,,机动,,,,,,10,海船,1,300,6,近海,12.2,B级冰区航行;双壳油船（闪点≤60℃）;近海航区,亚航009,2016D0000736,舟山,★CSAD,浙江栖凤船业有限公司,2016/8/22,国内航行入级船舶,87.5,舟山日昇昌海运有限公司,油船（闪点≤60℃）,舟山日昇昌海运有限公司,380,.8;1.1,10,★CSMD,,,,3438,735,500
969,,11T6282,,5db852a55235e74d289af501,保持船级,1239,无锡威力特船用锅炉有限公司,18-2月 -09 12.00.00.000000 上午;18-2月 -09 12.00.00.000000 上午,70,3.8,,82,14.8,柴油机;柴油机,4.6,,2214,,1,神舟2018,机动,812,812,812,,812,10,河船,,,,A级,,A级航区、J2级航段;化学品液货船（2型）/双壳油船（闪点≤60℃）,神州2019,2011G0000878,重庆,★CSAD,宜昌江森船务有限公司,2011/12/19,国内航行入级船舶,87,重庆新金航国际物流股份有限公司,化学品液货船,重庆新金航国际物流股份有限公司,,0.8,10,★CSMD,驾驶室遥控,,,,400;400,600;600
970,,04N6058,,5db852a65235e74d289af502,保持船级,2374,张家港格林沙洲锅炉有限公司,16-5月 -03 12.00.00.000000 上午,70,6.9,,106,16,柴油机,8.2,1314,4239,,1,明东168,机动,,,,,,10,海船,1,320,8,近海,11,双壳油船（闪点≤60℃）;近海航区,海之星168,2004T3100260,厦门,★_CSAD,浙江省乐清市七里港船厂,2004/2/23,国内航行入级船舶,114.5,厦门海之星航运有限公司,油船（闪点≤60℃）,厦门海之星航运有限公司,440,0.78,10,★_CSMD_,,,,7052,2060,525
971,,11F6293,,5db852a65235e74d289af503,,1546,无锡威力特船用锅炉有限公司;无锡威力特船用锅炉有限公司,08-1月 -11 03.00.00.000000 下午,,5.3,BKVL5,89.8,14.38,柴油机,6.2,910,2761,,1;1,,机动,,,,,,10,海船,1,300,6,近海,,B级冰区航行;双壳油船 闪点≤60℃;近海航区,启弘9,2011Q0000886,舟山,★CSAD,舟山市海天船舶工程有限公司,2011/10/18,国内航行入级船舶,97.1,舟山长青海运有限公司,油船（闪点≤60℃）,舟山长青海运有限公司,380,1.1;1.1,10,★CSMD,,,,,735,500
972,,18U6111,,5db852a75235e74d289af504,保持船级,15803,中国青岛船用锅炉厂有限公司,15-8月 -17 12.00.00.000000 上午,26,10.7,BQOQ,177,32,柴油机,16.2,5524,28221,,1,,机动,,,,,,8,海船,1,500,6,近海,14.5,B级冰区航行;燃油舱保护;绿色船舶1;装载仪(S、I);近海航区;集装箱船,仁建日照,2018Q0000075,泉州,★CSAD,厦门船舶重工股份有限公司,2018/1/18,国内航行入级船舶,180,山东通达金融租赁有限公司,集装箱船,泉州安盛船务有限公司,2000,0.8,5,★CSMD,机器处所集中控制;驾驶室遥控,,,40577,6732,107
973,,07H6160,,5db852a75235e74d289af505,建造入级,84,,14-6月 -07 03.00.00.000000 下午;14-6月 -07 03.00.00.000000 下午,,1.04,BVCV7,29.24,6,柴油机;柴油机,2.5,1160,168,,,,机动,,,,,,3,海船,1,128;128,12;12,沿海航区营运限制,,A类客船;沿海营运限制;高速单体船,安麒,2007L0000248,福州,★CSAD,珠海江龙船舶制造有限公司,2007/9/25,国内航行入级船舶,32,福州程泰船务有限公司,高速客船,福州程泰船务有限公司,142;142,,,★CSMD,,,,,810;810,2100;2100
974,,14P6109,,5db852a85235e74d289af506,,508,,20-5月 -13 03.00.00.000000 下午;20-5月 -13 03.00.00.000000 下午,,3.45,BVUJ,52.5,12.6,柴油机;柴油机,4.3,560,908,,,,机动,,,,,,4,海船,1,170;170,6;6,沿海,,在沿海海域内作业;抓斗式挖泥船;沿海航区,闽边浚01,2014R0000247,福州,★CSAD,福建省长兴船舶重工有限公司,2014/4/8,国内航行入级船舶,56,福建省公安边防总队,抓斗式挖泥船,福建省公安边防总队,200;200,,1,★CSMD,,,,1249,456;456,1500;1500
975,,17Y6317,,5db852a95235e74d289af507,初次入级,3498,---,15-5月 -17 12.00.00.000000 上午;15-5月 -17 12.00.00.000000 上午,,5,BTXN,107.5,26.8,柴油机;柴油机,6.85,1866,6247,,1,,机动,,,,,,6,海船,1,,,近海,9.5,B级冰区航行;散货船;近海航区,魏桥佳达20,2017R0001056,天津,★CSAD,蓬莱中柏京鲁船业有限公司,2017/9/29,国内航行入级船舶,109.8,天津佳达船务有限公司,散货船,天津佳达船务有限公司,,0.8,2,★CSMD,,,,9574,1470;1470,850;850
976,,17K6235,,5db852a95235e74d289af508,建造入级,140,,31-3月 -17 12.00.00.000000 上午;31-3月 -17 12.00.00.000000 上午,,3.824,BQKT,32.9,10.6,柴油机;柴油机,4.9,388,469,,,,机动,,,,,,4,海船,1,260;260,6;6,沿海,12.5,拖船;沿海航区,厦港拖24,2017A0001041,厦门,★CSAD,江苏省镇江船厂(集团)有限公司,2017/10/10,国内航行入级船舶,39.85,厦门港务船务有限公司,普通拖船,厦门港务船务有限公司,385;385,,,★CSMD,驾驶室遥控,,,171,1840;1840,750;750
977,,10P6204,,5db852aa5235e74d289af509,,840,,17-9月 -09 12.00.00.000000 上午;17-9月 -09 12.00.00.000000 上午,,3.3,,77,14,柴油机;柴油机,4,,1501,,,,机动,708,708,708,,708,10,河船,1,170;170,6;6,A级,10,A级航区、J2级航段;化学品液货船（2型，2G）/双壳油船（闪点≤60℃）;最大压力0.02MPa;最大货物密度1020kg/m3;最高货物温度50℃,锦龙166,2010G0000731,黄冈,★CSAD,九江船厂有限公司,2010/12/31,国内航行入级船舶,82,黄冈龙达船务有限公司,化学品液货船,黄冈龙达船务有限公司,200;200,,10,★CSMD,,,,,330;330,1200;1200
978,,13T6223,,5db852aa5235e74d289af50a,,27,,22-2月 -13 12.00.00.000000 上午;25-2月 -13 12.00.00.000000 上午,,1.05,,27.87,4.9,柴油机;柴油机,2.05,,92,,,应急救援快艇,机动,,,,,,3,河船,,170;170,6;6,B级,28.5,B级航区;J2级急流航段;单体高速船;救助船,长江救捞001,2013M0000464,重庆,★CSAD,重庆长航东风船舶工业公司,2013/6/26,国内航行入级船舶,31.38,重庆长江轮船公司,辅助船,重庆长江轮船公司,195;195,,,★CSMD,驾驶室遥控,,,,372;372,1200;1200
979,,10K6131,,5db852ab5235e74d289af50b,,8663,江阴市三杰实业有限公司;江阴市三杰实业有限公司,11-4月 -09 03.00.00.000000 下午,100;24,10.27,BVGC5,149.8,24.4,柴油机,14,3748,15469,,1;1,,机动,,,,,,8,海船,1,350,6,近海,12.98,B级冰区航行;双舷侧散货船;装载仪(S.I.G);近海航区;重货加强,中运1,2010F0000500,泉州,★CSAD,浙江宏盛造船有限公司,2010/7/29,国内航行入级船舶,159.4,福建省中运船务有限公司,散货船,福建省中运船务有限公司,1400,1;1,4,★CSMD,,,,,4440,173
980,,05W6140,,5db852ab5235e74d289af50c,保持船级,2678,青岛船用锅炉厂有限公司,01-8月 -05 12.00.00.000000 上午;01-8月 -05 12.00.00.000000 上午,9.7,6,BLBF9,106.93,17.5,右柴油机;左柴油机,8,2020,4782,,1,,机动,,,,,,7,海船,1,,6;6,近海,,双舷侧散货船;近海航区,禾海,2005T0000398,宁波,★CSAD,中国长江航运集团金陵船厂,2006/3/8,国内航行入级船舶,116.76,宁波长航新凤凰物流有限公司,散货船,宁波长航新凤凰物流有限公司,,0.9,2,★CSMD,,,,7335,971;971,428;428
981,,05Q3006,,5db852ac5235e74d289af50d,初次入级,18802,张家港格林沙洲锅炉有限公司,23-2月 -05 12.00.00.000000 上午,,12.5,BRUS,192,32.26,柴油机,18,5524,33576,,,,机动,,,,,,7,海船,1,,6,近海,14,可以2&4舱空舱;散货船;装载仪(S、I、G);近海航区,嘉宁山,2005N0000485,广州,★CSAD,上海船厂和澄西船厂有限公司,2005/8/1,国内航行入级船舶,199.99,中海散货运输有限公司,散货船,中海散货运输有限公司,,0.9,5,★CSMD,机器处所周期无人值班;机械计划保养系统,,,57599,8510,114
982,,11J6250,,5db852ad5235e74d289af50e,建造入级,36,,19-5月 -11 03.00.00.000000 下午;19-5月 -11 03.00.00.000000 下午,,1.25,,29.3,5.4,柴油机;柴油机,2,,121,,,长江中游航标船-2,机动,,756,,,,4,河船,,108;108,6;6,B级,,B级航区;航标船,汉道标313,2011N0000792,武汉,★CSAD,武汉航道船厂,2011/10/8,国内航行入级船舶,30.75,长江武汉航道局,航标船,长江武汉航道局,130;130,,,★CSMD,,,,,137.7;137.7,1843;1843
983,,17X6109,,5db852ad5235e74d289af50f,建造入级,1671,江阴市三杰实业有限公司,01-9月 -16 12.00.00.000000 上午;25-8月 -16 12.00.00.000000 上午,160,4.7,,100,16.2,柴油机1;柴油机2,5.5,,2984,,1,,机动,808,808,808,,808,14,河船,,200;200,6;6,A级,0,A级航区、J2级航段;化学品液货船（2型，2G）/双壳油船（闪点≤60℃）;最大压力0.022MPa;最大货物密度1200kg/m3;最高货物温度50℃,苏鑫海6,2017T0000115,扬州,★CSAD,扬州市江都新华船业有限公司,2017/1/11,国内航行入级船舶,104.9,江苏鑫海运输有限公司,化学品液货船,江苏鑫海运输有限公司,270;270,1,16,★CSMD,驾驶室遥控,,,5422,882;882,1000;1000
984,,15D6311,,5db852ae5235e74d289af510,建造入级,555,,30-3月 -15 03.00.00.000000 下午;30-3月 -15 03.00.00.000000 下午,,3.8,,63,10.98,右柴油机;左柴油机,4.7,,992,,,,机动,908,908,908,,908,9,河船,,170;170,6;6,A级,9.7,A级航区;J2级航段;不锈钢;化学品液货船(2型，2G）;最大压力0.025MPa;最大货物密度1261kg/m3;最高货物温度50℃,宏达1698,2015M0001080,宜春,★CSAD,九江船厂有限公司,2015/11/10,国内航行入级船舶,67,江西宏达航运有限公司,化学品液货船,江西宏达航运有限公司,200;200,,8,★CSMD,驾驶室遥控,,,1597,220;220,1000;1000
985,,12P6145,9631228,5db852ae5235e74d289af511,保持船级,8724,张家港格林沙洲锅炉有限公司,11-1月 -11 03.00.00.000000 下午,,10.2,BPLD,149.8,24.4,柴油机,14,3818,15579,,1,,机动,,,,,,9,海船,1,350,6,近海,13,A级航区;B级冰区航行;加强检验程序;双舷侧散货船;第2舱和第4舱可以为空舱;装载仪(S.I.G);近海航区;重货加强,宝航19,2012R0000436,上海,★CSAD,福建省冠海造船工业有限公司,2012/4/30,国内航行入级船舶,159.6,上海宝钢航运有限公司,散货船,上海宝钢航运有限公司,1400,0.78,5,★CSMD,,,,,4440,173
986,,10G6197,,5db852af5235e74d289af512,,4932,大冶成德船舶配件制造有限公司;大冶成德船舶配件制造有限公司,21-5月 -10 12.00.00.000000 上午;21-5月 -10 12.00.00.000000 上午,25;25,2.7,,101,17.8,柴油机;柴油机,4.1,,8221,,1;1,,机动,1406,1406,1406,,1406,7,河船,5,250;250,6;6,A级,11.88,A级航区、J2级航段;滚装货船,长航江旺,2010H0000709,武汉,★CSAD,重庆长航东风船舶工业公司,2010/10/26,国内航行入级船舶,107,长航武汉汽车物流有限公司,滚装船,长航武汉汽车物流有限公司,320;320,.3;.3,1,★CSMD,,,,,882;882,750;750
987,,12X6245,,5db852af5235e74d289af513,保持船级,860,,24-6月 -11 12.00.00.000000 上午;24-6月 -11 12.00.00.000000 上午,,2.5,,54.4,13.8,柴油机;柴油机,4.5,,1593,,,,机动,,,,,,6,海船,1,200;200,6;6,沿海,10,客滚船;沿海航区,莱长02,2012D0000723,汕头,★CSAD,汕头造船厂,2012/7/11,国内航行入级船舶,58.8,汕头市公路局,客滚船,汕头市莱长渡口管理所,270;270,,,★CSMD,Z向推进系统,,,,450;450,750;750
